task,group,priority,route,status,frozen,parent_package_sha,parent_model_sha,parent_memory,parent_params,parent_cost,parent_points,parent_valid,archive_present,archive_valid,archive_sha,archive_memory,archive_params,archive_cost,method_family,archive_transfer_hint,current_winner_source,winner_in_parent,examples_checked,examples_passed,output_shape_rule,input_colors,new_output_colors,rule_category,candidate_name,candidate_sha,candidate_memory,candidate_params,candidate_cost,delta_cost,delta_points,accepted,artifact_path,provenance,rejection_reason,notes
task188,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,2e1b539d0a0ee2347b478ef89676386b8300170cc3a2d8a006beb27f99450b09,53,60,113,20.27261218128766,true,true,true,2e1b539d0a0ee2347b478ef89676386b8300170cc3a2d8a006beb27f99450b09,53,60,113,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,shape_change,1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task197,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,e94a2c2eca6e44ccd61e711fd1c3f5ca7fe58ee944b306e9e723d8c4143b888c,1100,41,1141,17.960339650137925,true,true,true,e94a2c2eca6e44ccd61e711fd1c3f5ca7fe58ee944b306e9e723d8c4143b888c,1100,41,1141,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,267,267,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task206,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,a7c394dda9677b3f96368649b1aa9fef61188a297617ad85cd040714f4fadcd0,1648,135,1783,17.51394738213686,true,true,true,a7c394dda9677b3f96368649b1aa9fef61188a297617ad85cd040714f4fadcd0,1648,135,1783,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,0;1;2;3;5;6,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task213,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,405d977bfebe2eafc28fdeff699190d4a3c7f189903239d0ae5f7bbe89ddfabd,1802,48,1850,17.477059081927628,true,true,true,405d977bfebe2eafc28fdeff699190d4a3c7f189903239d0ae5f7bbe89ddfabd,1802,48,1850,reduction_mask_logic,inspect_constant_and_shape_control_compression,batch13_parent,true,265,265,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task214,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,23ce054bc1ed253b92154433cd52e6d042f0390a09d2b2f8f83beb50d9fa36bb,402,123,525,18.736601737408378,true,true,true,23ce054bc1ed253b92154433cd52e6d042f0390a09d2b2f8f83beb50d9fa36bb,402,123,525,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task215,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,9db4c20f550b320f1d1717ca8ef76a6949f37921860a4542dd6d071eeac6fa5d,531,91,622,18.56705990726082,true,true,true,1abb63a372badbe4f360276ed3f3ce347b85a50060d8daafce10b630ab7cf346,531,98,629,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task218,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,a4cde54ca4e186335a232eabd890b72aa610de03fb04d38671b86178156a401c,552,97,649,18.52456728329591,true,true,true,a4cde54ca4e186335a232eabd890b72aa610de03fb04d38671b86178156a401c,552,97,649,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task220,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,b6dfd2919336138dfcae4c4b65ffbbe2d9b37cc9ed31722ba4f335a6c28772d9,132,305,437,18.92006680490441,true,true,true,b6dfd2919336138dfcae4c4b65ffbbe2d9b37cc9ed31722ba4f335a6c28772d9,132,305,437,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,267,267,same_shape,0;2;3;8,1;4;6,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task222,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,eb02ecc2b49ff92c3b0ce1551cea5ca8c78ee094d34ee6ea4c380038cc278e3d,1742,991,2733,17.08684481407193,true,true,true,eb02ecc2b49ff92c3b0ce1551cea5ca8c78ee094d34ee6ea4c380038cc278e3d,1742,991,2733,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task260,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,6a1623fc04750b06b813e5202c139f86d0f30f9a907dec271ea700808b8b3aeb,1289,284,1573,17.639260096941722,true,true,true,6a1623fc04750b06b813e5202c139f86d0f30f9a907dec271ea700808b8b3aeb,1289,284,1573,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task281,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,680147fbf59c28d77aa920c01ce3d606b0e08d7a8b0dcb1ef35ca65b2cb1817d,1188,131,1319,17.815370847282686,true,true,true,9cf1318d269365dde5db64c3d4697154d1529df9f2f84913792d0bd084cec71f,1188,141,1329,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task288,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,67ea2e69007546355690381c1f9f2e48d183de62ed4fb6b6537ffa1cd0de2685,598,31,629,18.55586874329956,true,true,true,67ea2e69007546355690381c1f9f2e48d183de62ed4fb6b6537ffa1cd0de2685,598,31,629,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,267,267,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task297,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,b8b0f29df0055e36fd76a4ec5b66ab511297a84fa86c42db555676ebe312e04a,1350,39,1389,17.763660657245655,true,true,true,b8b0f29df0055e36fd76a4ec5b66ab511297a84fa86c42db555676ebe312e04a,1350,39,1389,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task303,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,b555c306a0b4feafda9d1e371fb39c7940546555153c4973f416b6a42541a3a9,1428,22,1450,17.72068116458538,true,true,true,b555c306a0b4feafda9d1e371fb39c7940546555153c4973f416b6a42541a3a9,1428,22,1450,general_tensor_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,265,265,same_shape,0;1;3;4;5;6;7;8;9,2,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task330,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,b9e27000233af9777ab5b300fd967c78cc5bc24214c7b31eb3c2656f5157308e,1980,141,2121,17.34035704543532,true,true,true,b9e27000233af9777ab5b300fd967c78cc5bc24214c7b31eb3c2656f5157308e,1980,141,2121,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,266,266,same_shape,0;5,1;2,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task340,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,231f9a7cb736280f93cdf44a81ae56a80a56cf8329df32fa00b403f26522e4e4,3284,120,3404,16.867293510306737,true,true,true,231f9a7cb736280f93cdf44a81ae56a80a56cf8329df32fa00b403f26522e4e4,3284,120,3404,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task345,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,7359b9e38e2f4d3c2152c34295451888b4608ff803eaf877f645835d3b86006c,0,1110,1110,17.98788470569362,true,true,true,7359b9e38e2f4d3c2152c34295451888b4608ff803eaf877f645835d3b86006c,0,1110,1110,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,264,264,same_shape,0;2;5,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task346,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,2ebe6886be6c07f72bea7a3b614b2b979768cbbd99edef242d71c86d88af478a,1224,30,1254,17.865906278807135,true,true,true,2ebe6886be6c07f72bea7a3b614b2b979768cbbd99edef242d71c86d88af478a,1224,30,1254,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,267,267,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task348,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,3a58f237574cf4e97d8099842d24e889bbdb18a8fe49e97cf6003fae4feabae5,553,97,650,18.523027637110317,true,true,true,3a58f237574cf4e97d8099842d24e889bbdb18a8fe49e97cf6003fae4feabae5,553,97,650,general_tensor_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,265,265,same_shape,0;7,8,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task365,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,8b8bef101b579b7b44e6c8678875c1b81ebeb204d11c054e16cb419ea78a306d,2043,45,2088,17.35603805099747,true,true,true,8b8bef101b579b7b44e6c8678875c1b81ebeb204d11c054e16cb419ea78a306d,2043,45,2088,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,shape_change,0;1;2;8,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task374,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,173b10cf483cba0bbb6fe15852ebb2ce21f3978e97b5593a1d0aa73b6ed4a279,1473,43,1516,17.676169433797682,true,true,true,173b10cf483cba0bbb6fe15852ebb2ce21f3978e97b5593a1d0aa73b6ed4a279,1473,43,1516,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,267,267,same_shape,0;5,1;2;4,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task398,A,P1,shape_equation_parent_aware_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,ffa296fe2d6b18d1f6dc04c1ca53f8435d61ed0aee61dfa92749f9d626b7f462,1006,1191,2197,17.30515192761539,true,true,true,ffa296fe2d6b18d1f6dc04c1ca53f8435d61ed0aee61dfa92749f9d626b7f462,1006,1191,2197,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,268,268,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task009,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,a19d29173b864a5a02c7946d0dfd9584afca1fadc6ef490a9f3f452b79a365d2,6429,152,6581,16.208058011543883,true,true,true,2418667851ab6ace305a5979282c1008697868a082dfb446722d366d31574008,6529,165,6694,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task015,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,1ab641692d1424be973ca0ca5d26e88172d7be86363973c99ffda1b0d2dfd046,0,900,900,18.197605236675688,true,true,true,1ab641692d1424be973ca0ca5d26e88172d7be86363973c99ffda1b0d2dfd046,0,900,900,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,265,265,same_shape,0;1;2;6;8,4;7,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task046,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,1bc4cb4fec4f2c535916d4b15f8be046382187b7ee593e291735c61ef8bf547b,1999,70,2069,17.365179322254455,true,true,true,43d56a3ea4a90d31da53b7f16f298529903dbc483ba3f06fe2a1b93b8f904f3c,1999,86,2085,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,267,267,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task054,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,63e183aaeff6b5c4daa69c1ce34dd8cb2070bbb2cfb61a7b66ba9b97a05d5b56,24954,190,25144,14.867625421522597,true,true,true,63e183aaeff6b5c4daa69c1ce34dd8cb2070bbb2cfb61a7b66ba9b97a05d5b56,24954,190,25144,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,same_shape,1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task061,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,ca895cf016d83d9fdbcadf4e03a66caa491ec02314138a789a56ccd0a62addcd,1633,35,1668,17.58061941708131,true,true,true,ca895cf016d83d9fdbcadf4e03a66caa491ec02314138a789a56ccd0a62addcd,1633,35,1668,reduction_mask_logic,inspect_constant_and_shape_control_compression,batch13_parent,true,267,267,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task065,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,042d4e0dd24cca8031aea65dfed802be18dff7d8c377ba5ccb6d3d67be507f39,550,48,598,18.606409246049367,true,true,true,042d4e0dd24cca8031aea65dfed802be18dff7d8c377ba5ccb6d3d67be507f39,550,48,598,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task069,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,58a2f8304be0e66ac8401ee47c7f800bb2335c1009dd2b7ac8883c2a3fe58c66,2864,52,2916,17.02203190687145,true,true,true,000bcfb2908cf36e489ff6a1c0100e7c928841caf1c88d6a1108c29de4bf8787,2864,85,2949,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,264,264,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task075,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,095323a361a64eb2266036f1cd6af64e65a253c021c8cca727dceab40e491e94,0,559,559,18.6738505268449,true,true,true,095323a361a64eb2266036f1cd6af64e65a253c021c8cca727dceab40e491e94,0,559,559,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task081,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,38ec9f3fe8fb654ba69cc258a2f163709366d5da6aad62a98a3cec6cb57433f1,392,72,464,18.860115447773744,true,true,true,38ec9f3fe8fb654ba69cc258a2f163709366d5da6aad62a98a3cec6cb57433f1,392,72,464,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,264,264,same_shape,0;8,1,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task091,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,a23853b8be371895f6525cc1465195d4241acd3bf6e3f09ba068254932bb4a13,2323,32,2355,17.235703993549482,true,true,true,a23853b8be371895f6525cc1465195d4241acd3bf6e3f09ba068254932bb4a13,2323,32,2355,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,shape_change,0;5;8,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task094,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,728e70e2029ae2fe07387af6683e41904ff17b15e78a915bca57d5d738312de5,2558,113,2671,17.10979178689004,true,true,true,70de68ad03e398afd19fae55f3fad436817201e5df612359c9069b0f8281f98a,2558,119,2677,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,265,265,same_shape,1;8,6,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task121,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,9c552109e66313e735d5f9f805edbc1016c5a1003c61b6a6bb8490fbbfabcec5,260,66,326,19.213102618633293,true,true,true,9c552109e66313e735d5f9f805edbc1016c5a1003c61b6a6bb8490fbbfabcec5,260,66,326,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task132,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,a8b6a771c3b1b30dfd0ff9d884ecb5fe8de188009f0f476279f3ef7ef68a9fa2,1176,84,1260,17.861133000054476,true,true,true,a8b6a771c3b1b30dfd0ff9d884ecb5fe8de188009f0f476279f3ef7ef68a9fa2,1176,84,1260,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,267,267,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task141,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,78b24d3c4bc848874427e8e31cb50ee4a3c3bc8fbd3ce6b9fe02b3b9999d50b7,1281,102,1383,17.76798966833524,true,true,true,78b24d3c4bc848874427e8e31cb50ee4a3c3bc8fbd3ce6b9fe02b3b9999d50b7,1281,102,1383,general_tensor_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task146,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,a68ea595bbe7ce94c9a45cf53c0ed92d256eabd3421d0b98ec4035e9e38f63ab,165,100,265,19.42027017401378,true,true,true,a68ea595bbe7ce94c9a45cf53c0ed92d256eabd3421d0b98ec4035e9e38f63ab,165,100,265,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,267,267,shape_change,1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task158,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,b3be1ca261dfb2a6c499594461c0036280f0e05e0c233ba9e7126874bad8f32b,17884,676,18560,15.171235993659808,true,true,true,b3be1ca261dfb2a6c499594461c0036280f0e05e0c233ba9e7126874bad8f32b,17884,676,18560,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,266,266,same_shape,1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task159,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,9d38af3859f9df7b0fcac238d0bc67c549ea995f3cc6eaea41824310b9f84e70,1419,149,1568,17.642443799089648,true,true,true,9d38af3859f9df7b0fcac238d0bc67c549ea995f3cc6eaea41824310b9f84e70,1419,149,1568,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,265,265,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task178,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,66e61c74de60b59862917174af88c27556867a02d2fde541244f71c6f2812294,702,60,762,18.364053444313353,true,true,true,66e61c74de60b59862917174af88c27556867a02d2fde541244f71c6f2812294,702,60,762,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,268,268,shape_change,1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task180,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,40910c472a459cc9c5bb649650df59db214116c5b2f43029040bd721b00c8ac3,0,210,210,19.65289246928253,true,true,true,40910c472a459cc9c5bb649650df59db214116c5b2f43029040bd721b00c8ac3,0,210,210,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,268,268,shape_change,0;4;5;6;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task190,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,4f8517b2904e99d8523a7d70fd608d1a78b709a00b1cb40b52198f151dcdd6bc,1610,46,1656,17.587839665054794,true,true,true,4f8517b2904e99d8523a7d70fd608d1a78b709a00b1cb40b52198f151dcdd6bc,1610,46,1656,pool_propagation,inspect_constant_and_shape_control_compression,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task193,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,641648fe09e7f7d4de64f891e40baec4113fe64798d985cb167ac4ea03ab3ba1,0,170,170,19.864201562949738,true,true,true,aa6ac89cbc5b59e6f71dd2f4e7044320f9783b3b6da247d95e9672baf2d19256,0,910,910,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task194,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,a92b0a7856fd6bb7a78a37bae87ca34056df87dc129ed8007a23bd6f7def1829,900,49,949,18.14459120139007,true,true,true,a92b0a7856fd6bb7a78a37bae87ca34056df87dc129ed8007a23bd6f7def1829,900,49,949,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task221,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,527a22df4e93f511f99ed3a1e79693dd41c2de4bab082b6f2b8a40c4c351ac12,451,354,805,18.309157722581435,true,true,true,527a22df4e93f511f99ed3a1e79693dd41c2de4bab082b6f2b8a40c4c351ac12,451,354,805,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,267,267,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
